order_confirm_time,true_kpt,rider_travel_time,rider_arrival_time,for_time
1126,12.248827554180252,11.546299217351223,1137.5462992173511,1135.8532147010724
1238,25.70829216108306,14.737638446522174,1252.7376384465222,1253.505073175675
769,16.16547619529872,10.3539838370305,779.3539838370305,779.3762056636424
510,12.861035431983273,8.715861807471297,518.7158618074712,517.9734549703521
189,16.110394507823717,7.696070494170769,196.69607049417078,196.6716153166767
646,16.77775658561216,8.199238449682266,654.1992384496823,655.1466782707289
1363,18.895963172575023,6.6967067309505,1369.6967067309506,1381.1596212898878
1104,16.87782316920347,12.467634736309567,1116.4676347363095,1115.2467910863384
1413,16.614998986391488,5.819749177381889,1418.819749177382,1418.6434635154562
201,21.00446385974764,10.655914948161588,211.65591494816158,223.76798593764485
455,18.927660622491224,17.968030273816126,472.9680302738161,474.87404712141125
878,18.295952992144922,8.618083687120638,886.6180836871206,887.6752059133395
379,10.234861053917488,6.856388192254558,385.85638819225454,385.81285138978103
1152,13.623495448768036,11.746368384139117,1163.746368384139,1167.3989923679546
288,18.49220129605481,10.520806190994413,298.5208061909944,304.6995309297962
502,14.440060897465292,6.680995077981915,508.6809950779819,514.0476476493039
725,14.63994939209833,13.010598693676073,738.0105986936761,738.9835622274319
1241,18.97797731947971,7.660894358020364,1248.6608943580204,1247.8169979976765
206,13.006808049923993,9.817407737575762,215.81740773757576,215.90445480581394
563,13.504963247670663,15.382842529025758,578.3828425290258,578.9635320707558
230,22.38947022370758,8.445189345179058,238.44518934517905,238.23302792346743
1109,12.865656029801386,10.879177736936716,1119.8791777369368,1120.7758081206478
1012,16.285584350281397,10.943538687589514,1022.9435386875895,1023.0406162369375
1371,19.843224952664446,12.172249754577631,1383.1722497545777,1382.9164851176188
1306,21.36866810069778,9.12414198752314,1315.1241419875232,1327.3788950139826
648,13.827064333124266,15.835346843460357,663.8353468434603,663.6820103859442
663,14.193571441669954,11.212152570443616,674.2121525704437,675.3074578247355
441,22.019793693296467,4.243686354102875,445.24368635410286,445.21717247865365
1104,12.791169883869935,9.747504744456467,1113.7475047444564,1115.1810202317463
1076,20.328968542746523,11.01946289255993,1087.01946289256,1087.0120827426153
835,13.928377583719035,7.932417368607265,842.9324173686073,842.795126364928
197,22.006607823468123,13.654151313269532,210.65415131326952,218.22769177486117
1224,10.047318374346558,8.301106811191683,1232.3011068111916,1234.00771176487
402,19.367947078176897,12.662534843248807,414.6625348432488,415.2680179740965
488,10.402878828830985,14.649803215052618,502.6498032150526,497.62635003087775
472,10.572438130855756,10.616950402020011,482.61695040202,479.68547142746326
262,20.21930305459329,11.579344484004087,273.5793444840041,279.00433658547087
1327,15.923169292661521,10.188473799199548,1337.1884737991995,1343.9263620233537
1014,8.81524644560959,6.0386301607471715,1020.0386301607472,1024.0505281366318
586,21.08535398490055,12.561993359484703,598.5619933594847,600.3505872168103
98,14.285045326462367,4.196289413496851,102.19628941349686,102.19143246884583
815,13.083383468670483,12.30993207979238,827.3099320797924,830.6201625134782
400,17.090592609777932,4.340415862643085,404.3404158626431,414.45345228826176
37,18.601936210190985,9.965669657590814,46.965669657590816,56.428644385438275
26,15.065009459389534,14.360602231471951,40.36060223147195,38.25219892502644
815,14.827351719525957,6.787322505816663,821.7873225058166,830.7922965500123
476,18.034878547843125,8.953296451681746,484.95329645168175,493.77966895928034
301,16.707954029743583,8.642613302965993,309.64261330296597,310.4196630978696
1184,10.36976690394261,8.461104047093134,1192.4611040470932,1194.716128755645
685,16.926586898644185,10.692861168835398,695.6928611688354,700.3087131158634
961,10.723797405600946,6.918814723193209,967.9188147231932,968.368588761682
758,23.894621719429807,5.3456981677280435,763.3456981677281,780.8736352802746
827,17.575238431530238,21.558194471964164,848.5581944719642,847.2370010874744
399,19.94101305252056,10.205053753311487,409.20505375331146,408.7956449227399
853,10.432937313387924,8.634900478037302,861.6349004780373,863.7326047460671
304,15.70453684035661,7.32063917911233,311.32063917911233,319.0349023455671
1076,21.051993165683193,9.546292103523312,1085.5462921035232,1087.2100618929715
935,11.303817842724463,3.924572240027178,938.9245722400271,946.6767264722633
830,22.964908971297323,8.698175202969844,838.6981752029699,840.4794662799962
1081,11.612921661426217,9.653579770228802,1090.6535797702288,1091.4852883472047
1141,19.726908450437836,13.799220566118624,1154.7992205661187,1156.9213767631313
246,20.162326302755734,10.259697443567664,256.2596974435677,255.66681471110732
